id_colaborador,nombre_colaborador,cargo,telefono,activo
COL327,Sofia,Soporte Técnico,6043408813,false
COL328,Maria,Diseñador,6040410355,true
COL329,Ana,GERENTE,6013345098,true
COL330,Diana,Desarrollador,6086438512,true
COL331,Pedro,DISEÑADOR,6039348058,false
COL332, Carlos ,Desarrollador,6082870551,false
COL333,Sofia,DESPACHADOR,6072376625,true
,Maria,,6017373662,true
COL335,Sofia,Despachador,6052907234,true
COL336,Diana,DESPACHADOR,6071939183,false
COL337,Diana,DISEÑADOR,6074172079,true
COL338,Laura,Gerente,6017522647,false
COL339, Diana ,Desarrollador,6048492667,false
COL340,Sofia,DISEÑADOR,6030746147,false
COL341,Juan,Despachador,604580115,true
COL342,Sofia,Diseñador,602263816,false
COL343,Jorge,DESPACHADOR,6027455434,true
COL344, Juan ,Soporte Técnico,6065645223,true
,Sofia,,6051481865,false
COL346, Jorge ,Diseñador,6094117270,true
COL347,Maria,SOPORTE TÉCNICO,6073982767,false
COL348,Maria,DISEÑADOR,6060007423,false
COL349,Laura,Desarrollador,6069842326,false
COL350,Laura,Diseñador,603022083,false
,Ana,,6082605821,true
COL352,Juan,Diseñador,601330550,true
COL353,Laura,Despachador,605004729,false
COL354,Carlos,DESPACHADOR,6028824928,false
COL355,Jorge,Despachador,602451264,true
COL356, Pedro ,Gerente,6049655356,true
COL357,Diana,DISEÑADOR,6046870118,true
COL358,Juan,DISEÑADOR,6014540320,true
COL359, Pedro ,Soporte Técnico,6015103855,false
COL360,Luis,DESPACHADOR,6062327295,true
COL361,Ana,DESPACHADOR,6056241780,false
COL362,Maria,DISEÑADOR,6099646076,false
,Ana,,6072641731,true
,Ana,,6048493438,false
COL365,Luis,GERENTE,6092340771,true
COL366,Juan,DESPACHADOR,6035268424,false
COL367,Laura,Soporte Técnico,6080500438,false
COL368, Luis ,Desarrollador,6051339248,true
COL369,Carlos,DESPACHADOR,6060941497,true
0,Juan,,6042456782,false
COL371,Pedro,SOPORTE TÉCNICO,6071494856,false
COL372,Pedro,Soporte Técnico,603844196,false
COL373,Diana,Diseñador,6051629900,true
COL374,Pedro,SOPORTE TÉCNICO,6030494381,true
COL375,Ana,DISEÑADOR,6087583457,false
COL376,Diana,DESPACHADOR,6056121069,true
COL377,Juan,Desarrollador,6097488735,false
COL378,Carlos,Soporte Técnico,6083504489,true
COL379, Carlos ,Soporte Técnico,6044123480,true
COL380,Ana,Desarrollador,6064189515,true
COL381,Diana,SOPORTE TÉCNICO,6054180410,true
0,Jorge,,6077368317,false
COL383, Ana ,Soporte Técnico,6051604329,false
COL384, Carlos ,Gerente,6011038067,false
COL385,Maria,SOPORTE TÉCNICO,6092745034,true
COL386,Pedro,Diseñador,6075095956,false
COL387, Juan ,Soporte Técnico,6069807835,true
COL388, Ana ,Soporte Técnico,6028545020,false
,Pedro,,6061597056,false
COL390,Jorge,DISEÑADOR,6065157213,false
COL391,Pedro,Soporte Técnico,607978807,false
COL392,Pedro,Diseñador,604742402,false
COL393,Laura,Soporte Técnico,605676012,true
COL394,Laura,GERENTE,6045271869,false
COL395,Ana,DISEÑADOR,6099034190,false
COL396, Maria ,Gerente,6012374730,true
,Diana,,6021762647,true
COL398, Pedro ,Diseñador,6057922138,true
COL399,Ana,SOPORTE TÉCNICO,6011753351,false
COL400, Carlos ,Despachador,6093717261,false
COL401, Jorge ,Soporte Técnico,6020248329,false
COL402,Juan,SOPORTE TÉCNICO,6056527902,false
COL403,Sofia,DESARROLLADOR,6090879591,false
COL404,Laura,DESPACHADOR,6021256178,false
COL405,Diana,Despachador,604132968,false
COL406,Sofia,Gerente,6065195708,false
COL407,Luis,Soporte Técnico,604773349,true
,Sofia,,6061606066,false
COL409,Laura,Diseñador,603851979,true
COL410,Sofia,Soporte Técnico,607545784,true
COL411,Juan,Soporte Técnico,606773493,true
COL412,Diana,DISEÑADOR,6093616446,false
COL413,Maria,Desarrollador,604859684,true
COL414,Pedro,Desarrollador,605021099,true
COL415, Diana ,Desarrollador,6026333980,true
,Laura,,6053741661,true
COL417,Luis,GERENTE,6097012376,true
COL418,Ana,GERENTE,6083808918,true
COL419,Laura,Gerente,603831799,false
,Carlos,,6062992635,false
,Luis,,6020427640,true
COL422,Maria,DESPACHADOR,6088722986,false
COL423,Maria,DESARROLLADOR,6062028830,true
COL424,Diana,SOPORTE TÉCNICO,6056101166,false
COL425,Maria,Soporte Técnico,602228691,false
COL426,Juan,Despachador,6071466947,true
COL427,Maria,GERENTE,6053648413,true
COL428,Ana,DISEÑADOR,6056674643,false
COL429,Maria,Despachador,6097314213,true
COL430,Juan,GERENTE,6087856182,true
COL431, Sofia ,Soporte Técnico,6087521550,true
COL432,Juan,DESARROLLADOR,6088984670,false
COL433, Maria ,Desarrollador,6017113134,false
COL434,Jorge,GERENTE,6052772554,true
COL435, Laura ,Soporte Técnico,6070642826,false
COL436, Ana ,Desarrollador,6050971732,false
,Ana,,6033103396,true
COL438,Juan,SOPORTE TÉCNICO,6050970915,true
COL439,Jorge,SOPORTE TÉCNICO,6091702530,true
COL440,Diana,Despachador,6026091019,false
,Luis,,6035842962,true
COL442,Carlos,Soporte Técnico,6080931662,false
COL443,Maria,DESPACHADOR,6023721575,false
COL444,Ana,GERENTE,6095896744,false
COL445,Carlos,Desarrollador,6091168728,false
COL446,Pedro,Desarrollador,6010056308,true
COL447,Maria,Soporte Técnico,6021240016,true
COL448,Luis,Despachador,6031773327,false
COL449,Diana,Soporte Técnico,6099450750,false
COL450, Pedro ,Soporte Técnico,6081568354,true
COL451, Jorge ,Gerente,6075549788,false
COL452,Jorge,DESPACHADOR,6030054226,false
COL453, Ana ,Soporte Técnico,6079703533,false
COL454, Carlos ,Desarrollador,6032051526,false
COL455, Ana ,Desarrollador,6060470975,true
,Jorge,,6083138227,true
COL457,Sofia,DISEÑADOR,6019245857,false
COL458,Ana,Soporte Técnico,608279679,true
COL459,Maria,Soporte Técnico,603398554,true
COL460,Pedro,Desarrollador,6095990044,false
COL461,Ana,Gerente,609511111,false
,Maria,,6050024682,true
COL463,Maria,DESARROLLADOR,6028380662,true
COL464,Laura,DESPACHADOR,6062930937,false
COL465, Sofia ,Despachador,6083636066,false
COL466,Carlos,GERENTE,6035210249,false
COL467, Ana ,Soporte Técnico,6037185497,false
COL468,Luis,DESARROLLADOR,6036841096,true
COL469,Sofia,Soporte Técnico,605363694,true
COL470,Juan,DESPACHADOR,6082523858,true
COL471,Carlos,Diseñador,6088065191,false
COL472,Diana,Soporte Técnico,607802363,false
COL473, Pedro ,Despachador,6079650401,false
COL474, Jorge ,Gerente,6090047312,true
COL475, Laura ,Soporte Técnico,6056521818,false
COL476,Sofia,GERENTE,6070203313,false
COL477,Jorge,Soporte Técnico,604105062,false
COL478,Diana,Despachador,6029329185,false
COL479,Laura,Diseñador,606927827,true
COL480,Maria,Gerente,605774052,false
COL481, Maria ,Soporte Técnico,6060013874,false
,Ana,,6017048961,true
COL483,Juan,DISEÑADOR,6047627197,false
COL484,Maria,Despachador,6069094600,false
COL485,Laura,Despachador,606514663,false
COL486,Maria,Desarrollador,603203474,true
COL487,Diana,SOPORTE TÉCNICO,6013323211,true
COL488, Ana ,Diseñador,6094083080,true
COL489,Diana,DISEÑADOR,6014278320,false
COL490,Pedro,Desarrollador,607604401,true
COL491, Pedro ,Desarrollador,6051536824,true
COL492,Juan,Soporte Técnico,602613350,true
COL493, Pedro ,Soporte Técnico,6015096548,false
COL494,Juan,DESPACHADOR,6081840079,false
COL495, Maria ,Gerente,6029141769,false
COL496,Sofia,GERENTE,6049865204,false
COL497,Luis,Diseñador,6044007040,true
COL498,Luis,Despachador,6035735371,false
COL499,Ana,Diseñador,609487242,false
COL500,Maria,Desarrollador,608140133,false
COL501,Sofia,DESARROLLADOR,6077330864,false
COL502,Luis,Despachador,602199764,true
COL503,Ana,DESARROLLADOR,6036025818,false
COL504,Laura,Soporte Técnico,6061468675,true
COL505,Jorge,GERENTE,6056964880,false
COL506,Juan,SOPORTE TÉCNICO,6078612489,true
COL507, Ana ,Soporte Técnico,6038175306,true
COL508,Sofia,Soporte Técnico,6013247863,false
0,Sofia,,6074896000,true
COL510,Carlos,Despachador,606559332,true
COL511, Ana ,Soporte Técnico,6021095243,false
COL512, Luis ,Gerente,6047719540,false
COL513,Maria,GERENTE,6068199566,false
COL514,Maria,SOPORTE TÉCNICO,6064835074,false
COL515,Luis,DISEÑADOR,6098832610,false
COL516,Laura,GERENTE,6099782833,false
COL517,Sofia,Desarrollador,608248679,false
COL518,Luis,Desarrollador,6090569909,true
COL519,Pedro,Diseñador,6072718338,true
COL520, Laura ,Soporte Técnico,6057663788,false
COL521,Juan,Soporte Técnico,601425219,false
COL522,Jorge,GERENTE,6073689609,true
COL523,Maria,DISEÑADOR,6077703880,false
COL524,Maria,DESARROLLADOR,6025153767,false
COL525, Carlos ,Despachador,6082451032,false
COL526, Sofia ,Gerente,6049971287,false
COL527,Ana,Despachador,605744968,true
COL528, Diana ,Despachador,6059482402,true
COL529,Ana,DESPACHADOR,6045237657,true
COL530, Diana ,Despachador,6036410809,true
COL531,Pedro,SOPORTE TÉCNICO,6046910061,false
COL532,Laura,Desarrollador,601161839,false
COL533,Sofia,Despachador,6075772261,true
COL534,Carlos,Diseñador,6067752448,false
COL535,Jorge,DESARROLLADOR,6017362138,true
COL536,Luis,DESPACHADOR,6070541756,true
COL537,Laura,DESPACHADOR,6068036109,true
COL538,Juan,Desarrollador,602493769,false
COL539,Maria,Diseñador,604689077,false
COL540,Pedro,DESPACHADOR,6086143320,false
0,Luis,,6056201072,true
0,Pedro,,6018169815,true
COL543,Luis,Gerente,6055659231,true
COL544, Sofia ,Soporte Técnico,6057754216,false
COL545, Luis ,Soporte Técnico,6076190490,true
,Luis,,6072870079,true
COL547,Luis,Soporte Técnico,607377734,false
COL548, Luis ,Desarrollador,6047355098,false
COL549,Sofia,Soporte Técnico,6079732349,true
,Pedro,,6068983033,false
COL551,Jorge,DESPACHADOR,6017259610,true
COL552, Diana ,Desarrollador,6063380161,false
COL553,Sofia,Despachador,609017308,true
COL554, Diana ,Desarrollador,6052467141,false
COL555,Pedro,Soporte Técnico,6018268719,false
COL556,Juan,Diseñador,6070788784,true
COL557, Luis ,Soporte Técnico,6054755577,false
COL558, Luis ,Desarrollador,6082770825,true
COL559,Jorge,DISEÑADOR,6026124867,true
COL560,Pedro,Diseñador,603903799,true
COL561,Pedro,Desarrollador,6019525115,true
COL562,Maria,SOPORTE TÉCNICO,6012865591,false
COL563, Carlos ,Diseñador,6019131804,true
COL564,Diana,Despachador,6023966992,false
COL565,Luis,DISEÑADOR,6054920759,true
COL566,Sofia,Desarrollador,6035160926,false
COL567,Jorge,SOPORTE TÉCNICO,6029977227,true
COL568, Maria ,Soporte Técnico,6084893038,false
COL569,Ana,GERENTE,6084086950,false
COL570,Diana,Soporte Técnico,6081441627,false
COL571,Ana,DESARROLLADOR,6037079829,true
COL572,Diana,SOPORTE TÉCNICO,6052907474,false
COL573, Ana ,Diseñador,6066565636,false
COL574,Pedro,SOPORTE TÉCNICO,6025448803,false
COL575, Laura ,Despachador,6099440785,false
COL576,Pedro,Despachador,609996232,false
COL577,Diana,DESARROLLADOR,6045117154,false
COL578,Diana,Gerente,6067644040,false
COL579, Laura ,Desarrollador,6034850593,false
COL580,Diana,Desarrollador,6083434349,false
COL581,Pedro,DESARROLLADOR,6040817118,true
COL582,Sofia,DESARROLLADOR,6023833252,true
COL583, Diana ,Despachador,6042691011,false
,Pedro,,6055121511,true
COL585, Carlos ,Gerente,6070555337,true
0,Sofia,,6090703508,true
COL587,Ana,Soporte Técnico,6023836390,true
COL588,Maria,GERENTE,6019786981,false
COL589,Jorge,GERENTE,6031848705,true
COL590,Luis,Despachador,609689975,false
COL591,Maria,Desarrollador,6022502173,true
COL592,Diana,Diseñador,6046757927,true
COL593,Pedro,SOPORTE TÉCNICO,6071472063,true
COL594,Maria,Gerente,6096935815,false
COL595,Diana,Gerente,6080649508,true
COL596, Jorge ,Soporte Técnico,6044394501,false
COL597,Luis,GERENTE,6055431738,false
COL598,Carlos,Desarrollador,6048240104,false
COL599,Laura,Soporte Técnico,6041148243,true
COL600, Diana ,Desarrollador,6041054066,true
COL601,Luis,DISEÑADOR,6082731785,false
COL602,Carlos,SOPORTE TÉCNICO,6081318274,false
0,Pedro,,6098059506,true
COL604,Carlos,Gerente,608770635,true
COL605,Juan,DESPACHADOR,6058315712,true
COL606,Carlos,DESARROLLADOR,6023468853,false
COL607,Luis,Despachador,605131849,false
COL608,Juan,Despachador,6022464165,true
COL609,Sofia,DESARROLLADOR,6027910786,false
0,Sofia,,6030077465,false
COL611,Diana,SOPORTE TÉCNICO,6058821304,false
COL612,Pedro,Despachador,604042561,false
COL613,Luis,Diseñador,607524215,true
,Luis,,6030861650,true
COL615, Juan ,Despachador,6026498358,true
COL616,Diana,SOPORTE TÉCNICO,6092260211,true
COL617, Carlos ,Despachador,6021828077,false
COL618,Luis,Soporte Técnico,6070097902,true
COL619,Diana,Soporte Técnico,6045725769,false
COL620,Juan,GERENTE,6093000991,true
COL621,Ana,Desarrollador,604021450,true
COL622,Juan,Desarrollador,6022821735,false
COL623,Jorge,DESARROLLADOR,6095979122,true
COL624,Pedro,Despachador,602339192,true
COL625,Sofia,DESPACHADOR,6021941597,true
